Entidad,Codificacion,TipoValor,EntSec,Monto,FechaEmision,FechaVenc,Nodo,Estado,Transmision,TipoOperacion
CAROSIO MATIAS AGUSTIN,1107,COMP. LIQ. FACTURAS DE ,,"$ 37.510,00",20/02/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,00003-00001445,FACTURA DE SERVICIOS,,"$ 27.183,00",23/06/2025,23/07/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1425,COMP. LIQ. FACTURAS DE ,,"$ 27.183,00",07/07/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,00003-00001557,FACTURA DE SERVICIOS,,"$ 33.600,00",18/09/2025,18/10/2025,FCIA BIOSALUD,PAGADO,,SERV-01-INGRESAR FACTURA 
,,,,,,,,,,SERV-04-PAGAR COMP. LIQ. 
,00003-00001564,FACTURA DE SERVICIOS,,"$ 290.000,00",25/09/2025,25/10/2025,FCIA BIOSALUD,PAGADO,,SERV-01-INGRESAR FACTURA 
,,,,,,,,,,SERV-04-PAGAR COMP. LIQ. 
,1653,COMP. LIQ. FACTURAS DE ,,"$ 290.000,00",13/10/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,1657,COMP. LIQ. FACTURAS DE ,,"$ 33.600,00",13/10/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,00003-00001655,FACTURA DE SERVICIOS,,"$ 108.000,00",06/01/2026,05/02/2026,FCIA BIOSALUD,PAGADO,,SERV-01-INGRESAR FACTURA 
,,,,,,,,,,SERV-04-PAGAR COMP. LIQ. 
,00003-00001664,FACTURA DE SERVICIOS,,"$ 560.000,00",09/01/2026,21/01/2026,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1889,COMP. LIQ. FACTURAS DE ,,"$ 108.000,00",09/01/2026,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,1891,COMP. LIQ. FACTURAS DE ,,"$ 560.000,00",21/01/2026,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
CASSINI MARTIN,0010-00031141,FACTURA DE SERVICIOS,,"$ 56.760,00",19/12/2025,19/12/2025,BIOSALUD CHACRAS ,IGNORADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,0010-00031142,FACTURA DE SERVICIOS,,"$ 56.760,00",19/12/2025,19/12/2025,BIOSALUD CHACRAS ,IGNORADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,0010-00031143,FACTURA DE SERVICIOS,,"$ 58.520,00",19/12/2025,19/12/2025,BIOSALUD CHACRAS ,IGNORADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1813,COMP. LIQ. FACTURAS DE ,,"$ 0,00",19/12/2025,,BIOSALUD CHACRAS ,IGNORADO,,SERV-04-PAGAR COMP. LIQ. 
CELA S.A.,00075-00006548,FACTURA DE SERVICIOS,,"$ 10.000,00",18/09/2025,18/10/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1559,COMP. LIQ. FACTURAS DE ,,"$ 10.000,00",18/09/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
CENCOSUD SA,13657-00132705,FACTURA DE SERVICIOS,,"$ 57.299,00",02/01/2025,01/02/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,11937-00000302,FACTURA DE SERVICIOS,,"$ 31.986,73",04/01/2025,03/02/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,880,COMP. LIQ. FACTURAS DE ,,"$ 57.299,00",04/01/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,881,COMP. LIQ. FACTURAS DE ,,"$ 2.320,00",04/01/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,882,COMP. LIQ. FACTURAS DE ,,"$ 31.986,73",04/01/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,11933-00000044,FACTURA DE SERVICIOS,,"$ 10.350,00",07/01/2025,06/02/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,899,COMP. LIQ. FACTURAS DE ,,"$ 10.350,00",07/01/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,11935-00000398,FACTURA DE SERVICIOS,,"$ 18.496,71",23/01/2025,22/02/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,908,COMP. LIQ. FACTURAS DE ,,"$ 18.496,71",23/01/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,1013,COMP. LIQ. FACTURAS DE ,,"$ 71.689,96",06/02/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,11937-00000336,FACTURA DE SERVICIOS,,"$ 71.689,96",06/02/2025,08/03/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1022,COMP. LIQ. FACTURAS DE ,,"$ 7.004,55",18/02/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,11943-00000570,FACTURA DE SERVICIOS,,"$ 7.004,55",18/02/2025,20/03/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1031,COMP. LIQ. FACTURAS DE ,,"$ 4.818,50",20/02/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,11933-00000064,FACTURA DE SERVICIOS,,"$ 4.818,50",20/02/2025,22/03/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,15038-00002272,FACTURA DE SERVICIOS,,"$ 93.120,20",26/02/2025,28/03/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1053,COMP. LIQ. FACTURAS DE ,,"$ 93.120,20",13/03/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,11003-00002953,FACTURA DE SERVICIOS,,"$ 18.630,00",18/03/2025,17/04/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,11005-00000953,FACTURA DE SERVICIOS,,"$ 66.306,60",08/04/2025,08/05/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,11005-00000954,FACTURA DE SERVICIOS,,"$ 65.612,42",08/04/2025,08/05/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-01-INGRESAR FACTURA 
,,,,,,,,,,SERV-04-PAGAR COMP. LIQ. 
,1157,COMP. LIQ. FACTURAS DE ,,"$ 66.306,60",08/04/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,15038-00002526,FACTURA DE SERVICIOS,,"$ 93.172,14",09/04/2025,09/05/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-01-INGRESAR FACTURA 
,,,,,,,,,,SERV-04-PAGAR COMP. LIQ. 
,1152,COMP. LIQ. FACTURAS DE ,,"$ 18.630,00",10/04/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,11941-00000835,FACTURA DE SERVICIOS,,"$ 39.647,81",16/05/2025,15/06/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,11937-00000440,FACTURA DE SERVICIOS,,"$ 22.581,82",24/05/2025,24/05/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1206,COMP. LIQ. FACTURAS DE ,,"$ 22.581,82",24/05/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,1259,COMP. LIQ. FACTURAS DE ,,"$ 158.784,56",27/06/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,1260,COMP. LIQ. FACTURAS DE ,,"$ 39.647,81",27/06/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,13657-00002779,FACTURA DE SERVICIOS,,"$ 50.923,04",11/07/2025,10/08/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1396,COMP. LIQ. FACTURAS DE ,,"$ 50.923,04",11/07/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,11941-00000870,FACTURA DE SERVICIOS,,"$ 88.382,72",14/07/2025,14/07/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1401,COMP. LIQ. FACTURAS DE ,,"$ 88.382,72",15/07/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,12722-00038107,FACTURA DE SERVICIOS,,"$ 269.999,10",30/08/2025,29/09/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,12732-00001434,FACTURA DE SERVICIOS,,"$ 40.741,37",30/08/2025,30/09/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,,,,,,,,,,FTW-02-DESHACER 
,,,,,,,,,,FTW-01-EDITAR VALORES
,1530,COMP. LIQ. FACTURAS DE ,,"$ 310.740,47",30/08/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,11935-00000564,FACTURA DE SERVICIOS,,"$ 3.450,00",16/09/2025,16/10/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1631,COMP. LIQ. FACTURAS DE ,,"$ 3.450,00",23/09/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
CESAR JORQUERA,123,GASTOS VARIOS,,"$ 200.000,00",13/11/2025,13/11/2025,BIOSALUD CHACRAS ,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
CHOMSKI CINTHIA JUDIT,00004-00000625,FACTURA DE SERVICIOS,,"$ 14.116,00",08/03/2025,07/04/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-01-INGRESAR FACTURA 
,,,,,,,,,,SERV-04-PAGAR COMP. LIQ. 
,1291,COMP. LIQ. FACTURAS DE ,,"$ 14.116,00",30/06/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
COFARMEN (COOP),0018-00902120,FACTURA DE SERVICIOS,,"$ 6.243,01",05/08/2025,05/08/2025,FCIA BIOSALUD,IGNORADO,,SERV-01-INGRESAR FACTURA 
,,,,,,,,,,FTW-02-DESHACER 
,,,,,,,,,,FTW-01-EDITAR VALORES
,0018-01213670,FACTURA DE SERVICIOS,,"$ 52.154,30",26/11/2025,26/12/2025,BIOSALUD CHACRAS ,IGNORADO,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,,,,,,,,,,FTW-02-DESHACER 
,,,,,,,,,,FTW-01-EDITAR VALORES
COLOMBRARO MENDOZA,0007-00005541,FACTURA DE SERVICIOS,,"$ 206.761,00",18/01/2025,17/02/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,924,COMP. LIQ. FACTURAS DE ,,"$ 206.761,00",18/01/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,0007-00005622,FACTURA DE SERVICIOS,,"$ 94.728,37",31/01/2025,02/03/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,965,COMP. LIQ. FACTURAS DE ,,"$ 94.728,37",31/01/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,0007-00005749,FACTURA DE SERVICIOS,,"$ 193.226,00",22/02/2025,24/03/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1033,COMP. LIQ. FACTURAS DE ,,"$ 193.226,00",22/02/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
COMBUSTIBLE MOTO,00012-00084561,GASTOS VARIOS,,"$ 3.000,02",08/03/2025,07/04/2025,BIOSALUD CHACRAS ,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,00283-00017509,GASTOS VARIOS,,"$ 4.137,16",12/03/2025,11/04/2025,BIOSALUD CHACRAS ,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,00012-00085171,GASTOS VARIOS,,"$ 3.707,04",18/03/2025,17/04/2025,BIOSALUD CHACRAS ,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,85171,CREDITO DE GASTOS VARIOS,,"-$ 3.707,04",18/03/2025,17/04/2025,BIOSALUD CHACRAS ,IGNORADO,,GV-07-INGRESAR CREDITO DE 
,85171,GASTOS VARIOS,,"$ 3.707,04",18/03/2025,17/04/2025,BIOSALUD CHACRAS ,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,00013-00057960,GASTOS VARIOS,,"$ 3.999,94",21/03/2025,20/04/2025,BIOSALUD CHACRAS ,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,57960,CREDITO DE GASTOS VARIOS,,"-$ 3.999,94",21/03/2025,20/04/2025,BIOSALUD CHACRAS ,IGNORADO,,GV-07-INGRESAR CREDITO DE 
,57960,GASTOS VARIOS,,"$ 3.999,94",21/03/2025,20/04/2025,BIOSALUD CHACRAS ,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,00013-00058392,GASTOS VARIOS,,"$ 3.001,98",26/03/2025,25/04/2025,BIOSALUD CHACRAS ,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,ALEXIS (4 TICKETS),GASTOS VARIOS,,"$ 10.000,00",27/03/2025,27/03/2025,FCIA BIOSALUD,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,00123-00085607,GASTOS VARIOS,,"$ 3.000,31",31/03/2025,30/04/2025,BIOSALUD CHACRAS ,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,00014-00086796,GASTOS VARIOS,,"$ 3.500,01",03/04/2025,03/05/2025,BIOSALUD CHACRAS ,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,ALEXIS (4 TICKETS) 1,GASTOS VARIOS,,"$ 10.000,00",03/04/2025,03/05/2025,FCIA BIOSALUD,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,00014-00087121,GASTOS VARIOS,,"$ 2.999,94",08/04/2025,08/05/2025,BIOSALUD CHACRAS ,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,00122-00072353,GASTOS VARIOS,,"$ 3.948,83",10/04/2025,10/05/2025,BIOSALUD CHACRAS ,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,0014-00087998,GASTOS VARIOS,,"$ 4.102,05",21/04/2025,21/05/2025,BIOSALUD CHACRAS ,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,00123-00086525,GASTOS VARIOS,,"$ 3.006,36",23/04/2025,23/05/2025,BIOSALUD CHACRAS ,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,00123-00086616,GASTOS VARIOS,,"$ 3.018,29",25/04/2025,25/05/2025,BIOSALUD CHACRAS ,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,0288-00018332,GASTOS VARIOS,,"$ 3.901,11",28/04/2025,28/05/2025,BIOSALUD CHACRAS ,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,ALEXIS (4 TICKETS) 2,GASTOS VARIOS,,"$ 11.915,08",29/04/2025,29/04/2025,FCIA BIOSALUD,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,00014-00088758,GASTOS VARIOS,,"$ 3.920,99",02/05/2025,01/06/2025,BIOSALUD CHACRAS ,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,08694-00049453,GASTOS VARIOS,,"$ 4.006,05",06/05/2025,05/06/2025,BIOSALUD CHACRAS ,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,00014-00089242,GASTOS VARIOS,,"$ 3.999,98",09/05/2025,08/06/2025,BIOSALUD CHACRAS ,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,00025-00067401,GASTOS VARIOS,,"$ 3.001,06",13/05/2025,12/06/2025,BIOSALUD CHACRAS ,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,00014-00089727,GASTOS VARIOS,,"$ 3.111,95",16/05/2025,15/06/2025,BIOSALUD CHACRAS ,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,00013-00060835,GASTOS VARIOS,,"$ 3.000,04",19/05/2025,18/06/2025,BIOSALUD CHACRAS ,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,ALEXIS (4 TICKETS) 3,GASTOS VARIOS,,"$ 11.902,00",19/05/2025,19/05/2025,FCIA BIOSALUD,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,00014-00090103,GASTOS VARIOS,,"$ 3.502,06",22/05/2025,21/06/2025,BIOSALUD CHACRAS ,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,00016-00366630,GASTOS VARIOS,,"$ 3.995,03",26/05/2025,25/06/2025,BIOSALUD CHACRAS ,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,ALEXIS (4 TICKETS) 4,GASTOS VARIOS,,"$ 11.745,00",28/05/2025,28/05/2025,FCIA BIOSALUD,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,00013-00078626,GASTOS VARIOS,,"$ 4.002,38",30/05/2025,29/06/2025,BIOSALUD CHACRAS ,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,00013-00061553,GASTOS VARIOS,,"$ 4.004,02",04/06/2025,04/07/2025,BIOSALUD CHACRAS ,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,00014-00091475,GASTOS VARIOS,,"$ 3.906,99",10/06/2025,10/07/2025,BIOSALUD CHACRAS ,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,ALEXIS (4 TICKETS) 5,GASTOS VARIOS,,"$ 11.174,00",13/06/2025,13/06/2025,FCIA BIOSALUD,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,ALEXIS (4 TICKETS) 6,GASTOS VARIOS,,"$ 10.547,00",24/06/2025,24/06/2025,FCIA BIOSALUD,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,00014-00092457,GASTOS VARIOS,,"$ 4.006,93",25/06/2025,25/07/2025,BIOSALUD CHACRAS ,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,00122-00075187,GASTOS VARIOS,,"$ 3.803,85",30/06/2025,30/07/2025,BIOSALUD CHACRAS ,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,00013-00062985,GASTOS VARIOS,,"$ 4.510,06",05/07/2025,04/08/2025,BIOSALUD CHACRAS ,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,00014-00093237,GASTOS VARIOS,,"$ 3.004,95",08/07/2025,07/08/2025,BIOSALUD CHACRAS ,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,00012-00091820,GASTOS VARIOS,,"$ 3.750,05",11/07/2025,10/08/2025,BIOSALUD CHACRAS ,PAGADO,,GV-01-INGRESAR GASTOS 
,,,,,,,,,,GV-03-PAGAR COMP. LIQ. 
,A,GASTOS VARIOS,,"$ 3.750,05",11/07/2025,10/08/2025,BIOSALUD CHACRAS ,IGNORADO,,GV-01-INGRESAR GASTOS 
,,,,,,,,,,FTW-02-DESHACER 
,,,,,,,,,,FTW-01-EDITAR VALORES
,ALEXIS (6 TICKETS),GASTOS VARIOS,,"$ 20.000,00",11/07/2025,11/07/2025,FCIA BIOSALUD,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,00013-00063519,GASTOS VARIOS,,"$ 3.626,99",16/07/2025,15/08/2025,BIOSALUD CHACRAS ,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,00014-00094554,GASTOS VARIOS,,"$ 4.099,97",28/07/2025,27/08/2025,BIOSALUD CHACRAS ,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,ALEXIS (5 TICKETS),GASTOS VARIOS,,"$ 12.500,00",28/07/2025,28/07/2025,FCIA BIOSALUD,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,08686-00043947,GASTOS VARIOS,,"$ 3.306,95",30/07/2025,29/08/2025,BIOSALUD CHACRAS ,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,121006819257,GASTOS VARIOS,,"$ 14.784,00",08/08/2025,08/08/2025,BIOSALUD CHACRAS ,IGNORADO,,GV-01-INGRESAR GASTOS 
,,,,,,,,,,FTW-02-DESHACER 
,,,,,,,,,,FTW-01-EDITAR VALORES
,121006819257,GASTOS VARIOS,,"$ 14.783,96",08/08/2025,07/09/2025,BIOSALUD CHACRAS ,IGNORADO,,GV-01-INGRESAR GASTOS 
,,,,,,,,,,FTW-02-DESHACER 
,,,,,,,,,,FTW-01-EDITAR VALORES
,111,GASTOS VARIOS,,"$ 3.958,00",14/01/2026,14/01/2026,BIOSALUD CHACRAS ,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
COMPAÑÍA GARANA  S.A.,00003-00002304,FACTURA DE SERVICIOS,,"$ 49.500,00",28/04/2025,28/05/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1189,COMP. LIQ. FACTURAS DE ,,"$ 49.500,00",28/04/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
CONDOMINIO PASEO STARE,00003-00002806,FACTURA DE SERVICIOS,,"$ 549.340,00",02/01/2025,01/02/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,884,COMP. LIQ. FACTURAS DE ,,"$ 549.340,00",06/01/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,ENERO 2025,GASTOS VARIOS,,"$ 236.700,00",08/01/2025,08/01/2025,FCIA BIOSALUD,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,00003-00002839,FACTURA DE SERVICIOS,,"$ 549.340,00",02/02/2025,04/03/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1010,COMP. LIQ. FACTURAS DE ,,"$ 549.340,00",07/02/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,FEBRERO 2025,GASTOS VARIOS,,"$ 236.700,00",10/02/2025,10/02/2025,FCIA BIOSALUD,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,00003-00002892,FACTURA DE SERVICIOS,,"$ 694.540,00",17/03/2025,16/04/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1093,COMP. LIQ. FACTURAS DE ,,"$ 694.540,00",26/03/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,MARZO 2025,GASTOS VARIOS,,"$ 296.460,00",26/03/2025,26/03/2025,FCIA BIOSALUD,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,00003-00002905,FACTURA DE SERVICIOS,,"$ 694.540,00",01/04/2025,01/05/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
