Entidad,Codificacion,TipoValor,EntSec,Monto,FechaEmision,FechaVenc,Nodo,Estado,Transmision,TipoOperacion
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00532477,FACTURA DE COMPRA POS,,"$ 42.123,04",31/03/2025,30/04/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00532181,FACTURA DE COMPRA POS,,"$ 212.927,74",31/03/2025,30/04/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00532182,FACTURA DE COMPRA POS,,"$ 22.273,30",31/03/2025,30/04/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00531815,FACTURA DE COMPRA POS,,"$ 84.840,98",31/03/2025,30/04/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00531857,FACTURA DE COMPRA POS,,"$ 124.939,80",31/03/2025,30/04/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00531811,FACTURA DE COMPRA POS,,"$ 16.794,58",31/03/2025,30/04/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00531859,FACTURA DE COMPRA POS,,"$ 16.794,58",31/03/2025,30/04/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00531816,FACTURA DE COMPRA POS,,"$ 109.087,53",31/03/2025,30/04/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00531743,FACTURA DE COMPRA POS,,"$ 5.761,32",31/03/2025,30/04/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00532413,FACTURA DE COMPRA POS,,"$ 62.673,33",31/03/2025,01/04/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00532261,FACTURA DE COMPRA POS,,"$ 328.339,44",31/03/2025,01/04/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00531948,FACTURA DE COMPRA POS,,"$ 130.399,10",31/03/2025,30/04/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00532100,FACTURA DE COMPRA POS,,"$ 269.719,55",31/03/2025,30/04/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00532069,FACTURA DE COMPRA POS,,"$ 132.458,25",31/03/2025,30/04/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00531963,FACTURA DE COMPRA POS,,"$ 233.779,45",31/03/2025,30/04/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00531742,FACTURA DE COMPRA POS,,"$ 226.649,59",31/03/2025,30/04/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00538388,FACTURA DE COMPRA POS,,"$ 4.642,38",01/04/2025,01/05/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,,,,,,,,,,FTW-02-DESHACER 
,,,,,,,,,,FTW-01-EDITAR VALORES
,0018-00535424,FACTURA DE COMPRA POS,,"$ 4.751,81",01/04/2025,01/05/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00536190,FACTURA DE COMPRA POS,,"$ 36.728,67",01/04/2025,01/05/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00535800,FACTURA DE COMPRA POS,,"$ 4.499,75",01/04/2025,01/05/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00536040,FACTURA DE COMPRA POS,,"$ 164.104,42",01/04/2025,01/05/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00537951,FACTURA DE COMPRA POS,,"$ 49.953,86",01/04/2025,01/05/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00537265,FACTURA DE COMPRA POS,,"$ 13.843,25",01/04/2025,01/05/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00536582,FACTURA DE COMPRA POS,,"$ 123.050,87",01/04/2025,01/05/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00537712,FACTURA DE COMPRA POS,,"$ 0,01",01/04/2025,01/05/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00537713,FACTURA DE COMPRA POS,,"$ 216.599,26",01/04/2025,01/05/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00536487,FACTURA DE COMPRA POS,,"$ 57.931,99",01/04/2025,01/05/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00015849,NOTA DE CREDITO DE ,,"-$ 27.178,20",03/04/2025,03/04/2025,FCIA BIOSALUD,AGRUPADO,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-07-INGRESAR NOTA DE 
,0018-00539379,FACTURA DE COMPRA POS,,"$ 80.311,30",03/04/2025,03/05/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00542449,FACTURA DE COMPRA POS,,"$ 90.374,87",03/04/2025,03/05/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00543986,FACTURA DE COMPRA POS,,"$ 50.762,38",04/04/2025,04/05/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00544509,FACTURA DE COMPRA POS,,"$ 43.290,76",04/04/2025,04/05/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00544508,FACTURA DE COMPRA POS,,"$ 114.587,60",04/04/2025,04/05/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00546381,FACTURA DE COMPRA POS,,"$ 11.134,08",04/04/2025,04/05/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00545899,FACTURA DE COMPRA POS,,"$ 5.466,93",04/04/2025,04/05/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00545898,FACTURA DE COMPRA POS,,"$ 185.342,59",04/04/2025,04/05/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00546224,FACTURA DE COMPRA POS,,"$ 6.965,45",04/04/2025,04/05/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00546223,FACTURA DE COMPRA POS,,"$ 93.382,75",04/04/2025,04/05/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00548461,FACTURA DE COMPRA POS,,"$ 5.497,64",05/04/2025,05/05/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00548162,FACTURA DE COMPRA POS,,"$ 77.452,77",05/04/2025,05/05/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00548163,FACTURA DE COMPRA POS,,"$ 2.733,47",05/04/2025,05/05/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00550078,FACTURA DE COMPRA POS,,"$ 45.558,14",07/04/2025,07/05/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00550079,FACTURA DE COMPRA POS,,"$ 6.899,03",07/04/2025,07/05/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00549874,FACTURA DE COMPRA POS,,"$ 16.754,79",07/04/2025,07/05/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00552620,FACTURA DE COMPRA POS,,"$ 21.876,40",07/04/2025,07/05/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00552016,FACTURA DE COMPRA POS,,"$ 291.428,68",07/04/2025,07/05/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00550501,FACTURA DE COMPRA POS,,"$ 30.583,88",07/04/2025,07/05/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00550449,FACTURA DE COMPRA POS,,"$ 48.299,15",07/04/2025,07/05/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00550448,FACTURA DE COMPRA POS,,"$ 160.833,31",07/04/2025,07/05/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00550680,FACTURA DE COMPRA POS,,"$ 7.868,89",07/04/2025,07/05/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00551663,FACTURA DE COMPRA POS,,"$ 17.377,94",07/04/2025,07/05/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00016363,NOTA DE CREDITO DE ,,"-$ 6.518,54",08/04/2025,08/04/2025,BIOSALUD CHACRAS ,AGRUPADO,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-07-INGRESAR NOTA DE 
,0018-00554531,FACTURA DE COMPRA POS,,"$ 21.876,40",08/04/2025,08/05/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00554470,FACTURA DE COMPRA POS,,"$ 58.421,37",08/04/2025,08/05/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00557424,FACTURA DE COMPRA POS,,"$ 34.721,38",09/04/2025,09/05/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00557135,FACTURA DE COMPRA POS,,"$ 130.628,71",09/04/2025,09/05/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00557448,FACTURA DE COMPRA POS,,"$ 39.072,16",09/04/2025,09/05/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00559067,FACTURA DE COMPRA POS,,"$ 17.476,58",09/04/2025,09/05/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00559283,FACTURA DE COMPRA POS,,"$ 0,02",09/04/2025,09/05/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00559282,FACTURA DE COMPRA POS,,"$ 0,02",09/04/2025,09/05/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00016588,NOTA DE CREDITO DE ,,"-$ 30.812,90",10/04/2025,10/05/2025,FCIA BIOSALUD,AGRUPADO,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-07-INGRESAR NOTA DE 
,0018-00561089,FACTURA DE COMPRA POS,,"$ 19.698,88",10/04/2025,10/05/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00562383,FACTURA DE COMPRA POS,,"$ 22.782,64",10/04/2025,10/05/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00563246,FACTURA DE COMPRA POS,,"$ 0,01",10/04/2025,10/05/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00564739,FACTURA DE COMPRA POS,,"$ 4.120,42",11/04/2025,11/05/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,,,,,,,,,,FTW-02-DESHACER 
,,,,,,,,,,FTW-01-EDITAR VALORES
,0018-00567134,FACTURA DE COMPRA,,"$ 30.659,14",11/04/2025,11/05/2025,FCIA BIOSALUD,AGRUPADO,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-03-INGRESAR FACTURA 
,0018-00564811,FACTURA DE COMPRA POS,,"$ 6.110,35",11/04/2025,11/05/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00564350,FACTURA DE COMPRA POS,,"$ 3.384,94",11/04/2025,11/05/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00564635,FACTURA DE COMPRA POS,,"$ 166.069,84",11/04/2025,11/05/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00566386,FACTURA DE COMPRA POS,,"$ 23.003,08",11/04/2025,11/05/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00566742,FACTURA DE COMPRA POS,,"$ 0,03",11/04/2025,11/05/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00569993,FACTURA DE COMPRA POS,,"$ 11.569,57",12/04/2025,12/05/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00568818,FACTURA DE COMPRA POS,,"$ 106.631,86",12/04/2025,12/05/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00017119,NOTA DE CREDITO DE ,,"-$ 21.876,40",14/04/2025,14/05/2025,FCIA BIOSALUD,AGRUPADO,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-07-INGRESAR NOTA DE 
,0018-00570930,FACTURA DE COMPRA POS,,"$ 52.308,53",14/04/2025,14/05/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00572442,FACTURA DE COMPRA POS,,"$ 14.757,55",14/04/2025,14/05/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00572581,FACTURA DE COMPRA POS,,"$ 0,01",14/04/2025,14/05/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00576866,FACTURA DE COMPRA POS,,"$ 48.299,15",15/04/2025,15/05/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00575814,FACTURA DE COMPRA POS,,"$ 16.603,83",15/04/2025,15/05/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00575813,FACTURA DE COMPRA POS,,"$ 409.709,95",15/04/2025,15/05/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00574777,FACTURA DE COMPRA POS,,"$ 48.299,15",15/04/2025,15/05/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00577911,FACTURA DE COMPRA POS,,"$ 35.689,50",15/04/2025,15/05/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00575815,FACTURA DE COMPRA POS,,"$ 766.940,40",15/04/2025,15/05/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00577826,FACTURA DE COMPRA POS,,"$ 338.956,03",15/04/2025,15/04/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00576867,FACTURA DE COMPRA POS,,"$ 49.798,69",15/04/2025,15/05/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00577823,FACTURA DE COMPRA POS,,"$ 591.581,08",15/04/2025,15/05/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00575846,FACTURA DE COMPRA POS,,"$ 325.402,26",15/04/2025,15/05/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00017373,NOTA DE CREDITO DE ,,"-$ 84.154,85",16/04/2025,16/05/2025,FCIA BIOSALUD,AGRUPADO,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-07-INGRESAR NOTA DE 
,0018-00579092,FACTURA DE COMPRA POS,,"$ 3.476,65",16/04/2025,16/05/2025,FCIA BIOSALUD,PAGADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL 
,,,,,,,,,,FTW-02-DESHACER 
,,,,,,,,,,FTW-01-EDITAR VALORES
,,,,,,,,,,FTW-02-DESHACER 
,,,,,,,,,,FTW-01-EDITAR VALORES
,,,,,,,,,,PVD-19-PAGAR COMP. LIQ. 
,0018-00581841,FACTURA DE COMPRA POS,,"$ 168.649,30",16/04/2025,16/05/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,,,,,,,,,,FTW-02-DESHACER 
,,,,,,,,,,FTW-01-EDITAR VALORES
,0018-00579185,FACTURA DE COMPRA POS,,"$ 29.889,79",16/04/2025,16/05/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00578856,FACTURA DE COMPRA POS,,"$ 67.580,84",16/04/2025,16/05/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00581843,FACTURA DE COMPRA POS,,"$ 83.260,30",16/04/2025,16/05/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00581839,FACTURA DE COMPRA POS,,"$ 723.284,66",16/04/2025,16/05/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00580023,FACTURA DE COMPRA POS,,"$ 25.118,17",16/04/2025,16/05/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00580024,FACTURA DE COMPRA POS,,"$ 55.061,72",16/04/2025,16/05/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00581845,FACTURA DE COMPRA POS,,"$ 131.454,67",16/04/2025,16/05/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00581844,FACTURA DE COMPRA POS,,"$ 15.344,23",16/04/2025,16/05/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00581379,FACTURA DE COMPRA POS,,"$ 69.456,33",16/04/2025,16/05/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00581842,FACTURA DE COMPRA POS,,"$ 52.284,87",16/04/2025,16/05/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00581840,FACTURA DE COMPRA POS,,"$ 127.516,55",16/04/2025,16/05/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00581846,FACTURA DE COMPRA POS,,"$ 670.139,91",16/04/2025,16/05/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00581837,FACTURA DE COMPRA POS,,"$ 1.969.269,61",16/04/2025,16/05/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00581838,FACTURA DE COMPRA POS,,"$ 329.769,75",16/04/2025,16/05/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00583417,FACTURA DE COMPRA POS,,"$ 92.467,55",17/04/2025,17/05/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0018-00582956,FACTURA DE COMPRA POS,,"$ 57.261,05",17/04/2025,17/05/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
